#,Set,Set,Name,Team,Pts,Year,OB/C,Sp/IP,Pos,Pos1,Pos2,Arm,Icon,PU,SO,GB,FB,BB,1B,1B+,2B,3B,HR
130,TD,TD,Joe Randa,Reds,200,2005,10,10,3B+2,3B+2,,R,,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-19,-,20+
131,TD,TD,Jose Valentin,Dodgers,260,2005,9,12,SS+4,SS+4,,L,,-,2-Jan,3-,6-Apr,11-Jul,15-Dec,-,16-17,-,18+
132,TD,TD,David Bush,Blue Jays,270,2005,4,6,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-16,17-,18-19,-,20-23,-,24+
133,TD,TD,Brian Schneider,Nationals,80,2005,9,12,C+8,C+8,,L,,-,3-Jan,6-Apr,7-,10-Aug,16-Nov,-,17-19,-,20+
134,TD,TD,Matt Clement,Red Sox,370,2005,3,6,Starter,Starter,,R,,1-,7-Feb,14-Aug,15-17,18-,19-21,-,22-23,-,24+
135,TD,TD,Paul Byrd,Angels,290,2005,4,6,Starter,Starter,,R,,1-,4-Feb,9-May,15-Oct,16-,17-18,-,19-22,-,23+
136,TD,TD,Jose Vizcaino,Astros,10,2005,9,10,SS+2,SS+2,,S,,-,1-,5-Feb,8-Jun,10-Sep,18-Nov,-,19-20,-,21+
137,TD,TD,Todd Pratt,Phillies,40,2005,10,10,C+2,C+2,,R,,-,2-Jan,4-Mar,6-May,11-Jul,18-Dec,-,19-,-,20+
138,TD,TD,Jose Offerman,Phillies,50,2005,10,10,1B+1,1B+1,,S,,-,1-,3-Feb,5-Apr,11-Jun,17-Dec,-,18-20,-,21+
139,TD,TD,Dan Wilson,Mariners,10,2005,9,10,C+5,C+5,,R,,-,2-Jan,5-Mar,7-Jun,10-Aug,18-Nov,-,19-20,-,21+
140,TD,TD,Frank Francisco,Rangers,170,2005,3,1,Reliever,Reliever,,R,,5-Jan,11-Jun,14-Dec,15-16,17-18,19-22,-,23-25,-,26+
141,TD,TD,Woody Williams,Padres,350,2005,3,6,Starter,Starter,,R,,3-Jan,7-Apr,13-Aug,14-17,-,18-19,-,20-24,-,25+
142,TD,TD,Juan Castro,Twins,70,2005,9,10,3B+1,3B+1,,R,,-,2-Jan,5-Mar,7-Jun,9-Aug,16-Oct,-,17-19,-,20+
143,TD,TD,Jerry Hairston Jr.,Cubs,110,2005,11,13,LF-RF+2,LF-RF+2,,R,,-,1-,3-Feb,6-Apr,10-Jul,17-Nov,18-,19-20,-,21+
144,TD,TD,Jeff Suppan,Cardinals,120,2005,2,6,Starter,Starter,,R,,3-Jan,6-Apr,14-Jul,15-16,17-,18-19,-,20-23,-,24+
145,TD,TD,Steve Reed,Orioles,90,2005,2,1,Reliever,Reliever,,R,,1-,4-Feb,11-May,16-Dec,17-,18-19,-,20-24,-,25+
146,TD,TD,Jon Lieber,Phillies,270,2005,3,7,Starter,Starter,,R,,1-,4-Feb,12-May,13-16,-,17-19,-,20-24,-,25+
147,TD,TD,Cristian Guzman,Nationals,40,2005,9,12,SS+3,SS+3,,S,,-,1-,5-Feb,7-Jun,9-Aug,16-Oct,17-,18-19,-,20+
148,TD,TD,Shawn Green,Diamondbacks,370,2005,11,13,1B+1 LF-RF+1,1B+1 ,LF-RF+1,L,,-,2-Jan,5-Mar,6-,10-Jul,16-Nov,-,17-18,-,19+
149,TD,TD,Damion Easley,Marlins,220,2005,9,10,2B+1,2B+1,,R,,-,1-,3-Feb,5-Apr,10-Jun,14-Nov,-,15-18,-,19+
150,TD,TD,Bronson Arroyo,Red Sox,310,2005,3,6,Starter,Starter,,R,,2-Jan,6-Mar,13-Jul,14-16,17-,18-19,-,20-24,-,25+
151,TD,TD,Raul Mondesi,Braves,50,2005,9,10,LF-RF+0,LF-RF+0,,R,,-,2-Jan,4-Mar,6-May,10-Jul,16-Nov,-,17-19,-,20+
152,TD,TD,Roger Cedeno,Cardinals,10,2005,9,11,LF-RF+0,LF-RF+0,,S,,-,2-Jan,5-Mar,6-,10-Jul,18-Nov,-,19-,-,20+
153,TD,TD,Carlos Baerga,Nationals,180,2005,9,10,1B+0,1B+0,,S,,-,1-,5-Feb,6-,9-Jul,17-Oct,-,18-19,-,20+
154,TD,TD,Jose Hernandez,Indians,260,2005,11,10,2B+3,2B+3,,R,,-,3-Jan,5-Apr,7-Jun,11-Aug,16-Dec,-,17-18,-,19+
155,TD,TD,Antonio Alfonseca,Marlins,180,2005,3,1,Reliever,Reliever,,R,,1-,4-Feb,14-May,15-16,17-,18-19,-,20-25,-,26+
156,TD,TD,Ricky Ledee,Dodgers,150,2005,9,10,CF+3,CF+3,,L,,-,2-Jan,4-Mar,5-,11-Jun,16-Dec,-,17-18,-,19+
157,TD,TD,Armando Benitez,Giants,320,2005,6,1,Closer,Closer,,R,,1-,6-Feb,10-Jul,17-Nov,18-19,20-22,-,23-24,-,25+
158,TD,TD,Esteban Loaiza,Nationals,160,2005,2,6,Starter,Starter,,R,,4-Jan,8-May,14-Sep,15-16,17-,18-19,-,20-23,-,24+
159,TD,TD,Steve Kline,Orioles,240,2005,4,1,Reliever,Reliever,,L,,2-Jan,6-Mar,14-Jul,15-16,17-18,19-22,-,23-25,-,26+
160,TD,TD,Corey Koskie,Blue Jays,300,2005,10,12,3B+1,3B+1,,L,,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,-,16-18,-,19+
161,TD,TD,Vinny Castilla,Nationals,500,2005,13,10,3B+3,3B+3,,R,,-,1-,3-Feb,6-Apr,11-Jul,15-Dec,-,16-18,-,19+
162,TD,TD,Tony Clark,Diamondbacks,200,2005,9,10,1B+0,1B+0,,S,,-,3-Jan,5-Apr,6-,10-Jul,15-Nov,-,16-17,-,18+
163,TD,TD,Edgar Renteria,Red Sox,350,2005,10,15,SS+2,SS+2,,R,,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,16-,17-19,-,20+
164,TD,TD,Brian Jordan,Braves,50,2005,9,10,LF-RF+2,LF-RF+2,,R,,-,1-,4-Feb,7-May,10-Aug,16-Nov,-,17-19,-,20+
165,TD,TD,David Dellucci,Rangers,120,2005,10,12,LF-RF+1,LF-RF+1,,L,,-,2-Jan,5-Mar,7-Jun,12-Aug,13-17,-,18-,-,19+
1,UL,UL,Garret Anderson,Angels,210,2005,11,12,CF+1,CF+1,,L,,-,2-Jan,5-Mar,7-Jun,9-Aug,17-Oct,-,18-19,-,20+
2,UL,UL,David Eckstein,Angels,90,2005,10,15,SS+1,SS+1,,R,,-,1-,4-Feb,6-May,9-Jul,17-Oct,18-,19-20,-,21+
3,UL,UL,Darin Erstad,Angels,170,2005,10,15,1B+1,1B+1,,L,G,-,1-,4-Feb,6-May,9-Jul,16-Oct,17-,18-19,-,20+
4,UL,UL,Chone Figgins,Angels,180,2005,10,21,IF+1 CF+1,IF+1 ,CF+1,S,,-,1-,3-Feb,5-Apr,8-Jun,14-Sep,15-17,18-,19-,20+
5,UL,UL,Troy Glaus,Angels,260,2005,10,10,3B+1,3B+1,,R,,-,2-Jan,4-Mar,6-May,11-Jul,15-Dec,-,16-17,-,18+
6,UL,UL,Kevin Gregg,Angels,130,2005,3,2,Reliever,Reliever,,R,,2-Jan,7-Mar,13-Aug,14-16,17-,18-19,-,20-25,-,26+
7,UL,UL,Vladimir Guerrero,Angels,640,2005,12,15,LF-RF+2,LF-RF+2,,R,V S,-,1-,3-Feb,6-Apr,9-Jul,15-Oct,16-,17-18,-,19+
8,UL,UL,Jose Guillen,Angels,310,2005,10,11,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-18,-,19+
9,UL,UL,Adam Kennedy,Angels,190,2005,10,15,2B+1,2B+1,,L,,-,2-Jan,4-Mar,6-May,9-Jul,16-Oct,17-,18-19,-,20+
10,UL,UL,Troy Percival,Angels,190,2005,4,1,Closer,Closer,,R,,4-Jan,8-May,13-Sep,14-16,17-,18-21,-,22-23,-,24+
11,UL,UL,Francisco Rodriguez,Angels,250,2005,5,1,Closer,Closer,,R,,2-Jan,10-Mar,15-Nov,16-17,18-,19-23,-,24-27,-,28+
12,UL,UL,Tim Salmon,Angels,10,2005,9,9,DH,DH,,R,,-,2-Jan,4-Mar,7-May,10-Aug,18-Nov,-,19-20,-,21+
13,UL,UL,Danny Bautista,Diamondbacks,260,2005,10,12,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,5-Apr,8-Jun,17-Sep,-,18-19,-,20+
14,UL,UL,Alex Cintron,Diamondbacks,60,2005,9,14,SS+2,SS+2,,S,,-,1-,4-Feb,7-May,9-Aug,17-Oct,-,18-19,20-,21+
15,UL,UL,Luis Gonzalez,Diamondbacks,90,2005,11,10,LF-RF+0,LF-RF+0,,L,,-,1-,4-Feb,7-May,13-Aug,14-17,-,18-19,-,20+
16,UL,UL,Scott Hairston,Diamondbacks,290,2005,9,12,2B+2,2B+2,,R,R,-,2-Jan,3-,5-Apr,8-Jun,15-Sep,-,16-17,18-,19+
17,UL,UL,Shea Hillenbrand,Diamondbacks,340,2005,11,10,1B+1,1B+1,,R,,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-19,-,20+
18,UL,UL,Randy Johnson,Diamondbacks,600,2005,6,8,Starter,Starter,,L,K,2-Jan,9-Mar,13-Oct,14-16,17-,18-20,-,21-25,-,26+
19,UL,UL,Mike Koplove,Diamondbacks,120,2005,2,1,Reliever,Reliever,,R,,3-Jan,7-Apr,15-Aug,16-17,18-,19-22,-,23-25,-,26+
20,UL,UL,Chad Tracy,Diamondbacks,230,2005,10,10,3B+3,3B+3,,L,R,-,1-,3-Feb,6-Apr,9-Jul,16-Oct,-,17-19,-,20+
21,UL,UL,Brandon Webb,Diamondbacks,200,2005,2,6,Starter,Starter,,R,,-,4-Jan,13-May,14-15,16-17,18-19,-,20-25,-,26+
22,UL,UL,Antonio Alfonseca,Braves,160,2005,3,1,Reliever,Reliever,,R,,2-Jan,5-Mar,14-Jun,15-16,17-18,19-22,-,23-25,-,26+
23,UL,UL,J.D. Drew,Braves,580,2005,14,13,LF-RF+1,LF-RF+1,,L,,-,2-Jan,4-Mar,6-May,12-Jul,13-15,16-17,18-,-,19+
24,UL,UL,Johnny Estrada,Braves,360,2005,11,8,C+4,C+4,,S,S,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-19,-,20+
25,UL,UL,Julio Franco,Braves,180,2005,11,10,1B+1,1B+1,,R,,-,2-Jan,5-Mar,6-,10-Jul,17-Nov,-,18-19,-,20+
26,UL,UL,Rafael Furcal,Braves,240,2005,10,20,SS+4,SS+4,,S,,-,1-,4-Feb,6-May,10-Jul,15-Nov,16-17,18-19,-,20+
27,UL,UL,Marcus Giles,Braves,310,2005,11,16,2B+4,2B+4,,R,,-,2-Jan,4-Mar,6-May,9-Jul,16-Oct,17-,18-19,-,20+
28,UL,UL,Andruw Jones,Braves,260,2005,10,15,CF+3,CF+3,,R,G,-,2-Jan,4-Mar,6-May,11-Jul,16-Dec,-,17-18,-,19+
29,UL,UL,Chipper Jones,Braves,200,2005,10,10,3B+1,3B+1,,S,,-,1-,3-Feb,5-Apr,12-Jun,13-17,-,18-,-,19+
30,UL,UL,Eli Marrero,Braves,250,2005,12,10,LF-RF+1,LF-RF+1,,R,,-,2-Jan,4-Mar,7-May,10-Aug,17-Nov,-,18-19,-,20+
31,UL,UL,John Smoltz,Braves,220,2005,5,1,Closer,Closer,,R,,3-Jan,9-Apr,15-Oct,16-17,18-,19-22,-,23-24,-,25+
32,UL,UL,John Thomson,Braves,290,2005,3,6,Starter,Starter,,R,,2-Jan,6-Mar,13-Jul,14-16,17-,18-19,-,20-24,-,25+
33,UL,UL,Jaret Wright,Braves,420,2005,4,6,Starter,Starter,,R,,1-,6-Feb,12-Jul,13-16,17-,18-19,-,20-26,-,27+
34,UL,UL,Buddy Groom,Orioles,20,2005,1,1,Reliever,Reliever,,L,,1-,4-Feb,11-May,15-Dec,16-,17-19,-,20-24,-,25+
35,UL,UL,Jerry Hairston,Orioles,100,2005,11,14,LF-RF+2,LF-RF+2,,R,,-,1-,3-Feb,6-Apr,10-Jul,17-Nov,18-,19-20,-,21+
36,UL,UL,Jorge Julio,Orioles,130,2005,2,1,Closer,Closer,,R,,2-Jan,7-Mar,12-Aug,13-16,17-18,19-21,-,22-23,-,24+
37,UL,UL,Rodrigo Lopez,Orioles,420,2005,4,5,Starter,Starter,,R,,3-Jan,7-Apr,14-Aug,15-17,18-,19-21,-,22-23,-,24+
38,UL,UL,Melvin Mora,Orioles,390,2005,13,13,3B+1,3B+1,,R,S,-,2-Jan,5-Mar,7-Jun,11-Aug,16-Dec,17-,18-19,-,20+
39,UL,UL,Rafael Palmeiro,Orioles,130,2005,10,10,1B+0,1B+0,,L,,-,1-,3-Feb,6-Apr,11-Jul,17-Dec,-,18-19,-,20+
40,UL,UL,Brian Roberts,Orioles,160,2005,10,20,2B+1,2B+1,,S,,-,1-,4-Feb,6-May,10-Jul,15-Nov,16-17,18-20,-,21+
41,UL,UL,B.J. Ryan,Orioles,240,2005,5,1,Reliever,Reliever,,L,,1-,9-Feb,14-Oct,15-17,18-,19-23,-,24-26,-,27+
42,UL,UL,B.J. Surhoff,Orioles,190,2005,11,10,LF-RF+1,LF-RF+1,,L,,-,1-,3-Feb,6-Apr,9-Jul,18-Oct,-,19-,-,20+
43,UL,UL,Miguel Tejada,Orioles,510,2005,11,12,SS+4,SS+4,,R,S,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-18,-,19+
44,UL,UL,Mark Bellhorn,Red Sox,170,2005,11,12,2B+1,2B+1,,S,,-,3-Jan,5-Apr,7-Jun,12-Aug,13-17,-,18-19,-,20+
45,UL,UL,Johnny Damon,Red Sox,320,2005,11,17,CF+1,CF+1,,L,,-,1-,4-Feb,6-May,10-Jul,16-Nov,17-,18-19,-,20+
46,UL,UL,Alan Embree,Red Sox,190,2005,5,1,Reliever,Reliever,,L,,2-Jan,6-Mar,11-Jul,16-Dec,17-,18-19,-,20-23,-,24+
47,UL,UL,Keith Foulke,Red Sox,240,2005,5,1,Closer,Closer,,R,,1-,6-Feb,10-Jul,16-Nov,17-,18-19,-,20-24,-,25+
48,UL,UL,Gabe Kapler,Red Sox,110,2005,9,13,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-19,-,20+
49,UL,UL,Pedro Martinez,Red Sox,390,2005,4,7,Starter,Starter,,R,K,1-,7-Feb,11-Aug,16-Dec,17-,18-19,-,20-23,-,24+
50,UL,UL,Bill Mueller,Red Sox,180,2005,10,10,3B+1,3B+1,,S,,-,1-,3-Feb,5-Apr,10-Jun,17-Nov,-,18-19,-,20+
51,UL,UL,David Ortiz,Red Sox,410,2005,11,8,1B+0,1B+0,,L,HR S,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,-,16-18,-,19+
52,UL,UL,Manny Ramirez,Red Sox,450,2005,12,10,LF-RF+0,LF-RF+0,,R,HR S,-,2-Jan,4-Mar,7-May,11-Aug,16-Dec,-,17-18,-,19+
53,UL,UL,Pokey Reese,Red Sox,10,2005,9,15,SS+4 2B+3,SS+4 ,2B+3,R,,-,2-Jan,5-Mar,7-Jun,10-Aug,18-Nov,-,19-,-,20+
54,UL,UL,Curt Schilling,Red Sox,480,2005,5,7,Starter,Starter,,R,20,2-Jan,6-Mar,12-Jul,13-16,17-,18-19,-,20-24,-,25+
55,UL,UL,Mike Timlin,Red Sox,150,2005,4,1,Reliever,Reliever,,R,,3-Jan,6-Apr,14-Jul,15-16,17-,18-19,-,20-24,-,25+
56,UL,UL,Jason Varitek,Red Sox,360,2005,12,13,C+5,C+5,,S,,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,16-17,18-19,-,20+
57,UL,UL,Moises Alou,Cubs,330,2005,10,10,LF-RF+0,LF-RF+0,,R,,-,1-,3-Feb,5-Apr,10-Jun,16-Nov,-,17-18,-,19+
58,UL,UL,Michael Barrett,Cubs,390,2005,10,9,C+6,C+6,,R,,-,-,3-Jan,5-Apr,8-Jun,15-Sep,-,16-18,19-,20+
59,UL,UL,Matt Clement,Cubs,370,2005,3,6,Starter,Starter,,R,,1-,7-Feb,14-Aug,15-17,18-,19-21,-,22-23,-,24+
60,UL,UL,Kyle Farnsworth,Cubs,100,2005,2,1,Reliever,Reliever,,R,,2-Jan,9-Mar,14-Oct,15-17,18-,19-21,-,22-23,-,24+
61,UL,UL,Nomar Garciaparra,Cubs,240,2005,11,12,SS+2,SS+2,,R,,-,1-,3-Feb,6-Apr,9-Jul,17-Oct,-,18-19,-,20+
62,UL,UL,LaTroy Hawkins,Cubs,220,2005,5,1,Closer,Closer,,R,,3-Jan,8-Apr,14-Sep,15-17,18-,19-21,-,22-23,-,24+
63,UL,UL,Todd Hollandsworth,Cubs,230,2005,12,11,LF-RF+1,LF-RF+1,,L,,-,2-Jan,5-Mar,7-Jun,11-Aug,17-Dec,-,18-,-,19+
64,UL,UL,Derrek Lee,Cubs,300,2005,10,13,1B+0,1B+0,,R,,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,16-,17-18,-,19+
65,UL,UL,Greg Maddux,Cubs,380,2005,4,6,Starter,Starter,,R,,2-Jan,6-Mar,14-Jul,15-17,18-,19-21,-,22-,-,23+
66,UL,UL,Kent Mercker,Cubs,170,2005,4,1,Reliever,Reliever,,L,,4-Jan,9-May,14-Oct,15-16,17-18,19-22,-,23-25,-,26+
67,UL,UL,Corey Patterson,Cubs,230,2005,9,20,CF+0,CF+0,,L,,-,2-Jan,4-Mar,6-May,9-Jul,14-Oct,15-16,17-18,-,19+
68,UL,UL,Aramis Ramirez,Cubs,450,2005,11,8,3B+0,3B+0,,R,,-,1-,3-Feb,6-Apr,9-Jul,16-Oct,-,17-18,-,19+
69,UL,UL,Kerry Wood,Cubs,600,2005,3,6,Starter,Starter,,R,,2-Jan,9-Mar,14-Oct,15-19,-,20-,-,21-26,-,27+
70,UL,UL,Mark Buehrle,White Sox,260,2005,3,8,Starter,Starter,,L,,3-Jan,7-Apr,14-Aug,15-16,17-,18-19,-,20-23,-,24+
71,UL,UL,Joe Crede,White Sox,160,2005,9,9,3B+0,3B+0,,R,,-,1-,3-Feb,6-Apr,9-Jul,16-Oct,-,17-18,-,19+
72,UL,UL,Freddy Garcia,White Sox,380,2005,4,7,Starter,Starter,,R,,2-Jan,7-Mar,13-Aug,14-16,17-,18-19,-,20-24,-,25+
73,UL,UL,Paul Konerko,White Sox,340,2005,10,9,1B+0,1B+0,,R,HR,-,1-,4-Feb,7-May,11-Aug,17-Dec,-,18-,-,19+
74,UL,UL,Carlos Lee,White Sox,460,2005,11,13,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,6-Apr,9-Jul,15-Oct,16-,17-18,-,19+
75,UL,UL,Damaso Marte,White Sox,190,2005,4,1,Reliever,Reliever,,L,,4-Jan,9-May,14-Oct,15-16,17-18,19-21,-,22-23,-,24+
76,UL,UL,Aaron Rowand,White Sox,530,2005,11,16,CF+1,CF+1,,R,,-,1-,3-Feb,5-Apr,7-Jun,13-Aug,14-15,16-18,-,19+
77,UL,UL,Shingo Takatsu,White Sox,240,2005,5,1,Closer,Closer,,R,,2-Jan,6-Mar,12-Jul,13-17,18-,19-22,-,23-24,-,25+
78,UL,UL,Juan Uribe,White Sox,350,2005,9,12,2B+4,2B+4,,R,,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,-,16-18,-,19+
79,UL,UL,Jose Valentin,White Sox,240,2005,9,12,SS+4,SS+4,,L,,-,2-Jan,3-,6-Apr,11-Jul,15-Dec,-,16-17,-,18+
80,UL,UL,Sean Casey,Reds,430,2005,12,10,1B+0,1B+0,,L,,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-19,-,20+
81,UL,UL,Juan Castro,Reds,60,2005,9,9,3B+1,3B+1,,R,,-,2-Jan,5-Mar,7-Jun,9-Aug,16-Oct,-,17-19,-,20+
82,UL,UL,Adam Dunn,Reds,440,2005,12,12,LF-RF+0,LF-RF+0,,L,HR,-,3-Jan,4-,6-May,12-Jul,13-16,-,17-18,-,19+
83,UL,UL,Ryan Freel,Reds,170,2005,11,21,3B+3 OF+1,3B+3 ,OF+1,R,,-,1-,4-Feb,6-May,11-Jul,16-Dec,17-18,19-,20-,21+
84,UL,UL,Aaron Harang,Reds,100,2005,2,6,Starter,Starter,,R,,2-Jan,6-Mar,12-Jul,13-16,17-,18-19,-,20-23,-,24+
85,UL,UL,D Angelo Jimenez,Reds,240,2005,10,14,2B+2,2B+2,,S,,-,1-,3-Feb,5-Apr,10-Jun,16-Nov,17-,18-19,-,20+
86,UL,UL,Barry Larkin,Reds,190,2005,10,12,SS+2,SS+2,,R,,-,-,3-Jan,5-Apr,9-Jun,17-Oct,-,18-19,-,20+
87,UL,UL,Jason LaRue,Reds,190,2005,9,8,C+6,C+6,,R,,-,2-Jan,4-Mar,6-May,9-Jul,15-Oct,-,16-18,-,19+
88,UL,UL,Wily MoPena,Reds,140,2005,9,16,LF-RF+0,LF-RF+0,,R,,-,3-Jan,6-Apr,7-,10-Aug,16-Nov,-,17-,-,18+
89,UL,UL,Phil Norton,Reds,30,2005,1,1,Reliever,Reliever,,L,R,1-,4-Feb,12-May,13-15,16-17,18-19,-,20-25,-,26+
90,UL,UL,John Riedling,Reds,30,2005,1,1,Reliever,Reliever,,R,,2-Jan,5-Mar,13-Jun,14-16,17-,18-19,-,20-24,-,25+
91,UL,UL,Paul Wilson,Reds,150,2005,2,6,Starter,Starter,,R,,1-,4-Feb,11-May,16-Dec,17-,18-19,-,20-23,-,24+
92,UL,UL,Ronnie Belliard,Indians,240,2005,10,12,2B+2,2B+2,,R,,-,1-,4-Feb,6-May,10-Jul,16-Nov,-,17-19,-,20+
93,UL,UL,Casey Blake,Indians,290,2005,10,11,3B+2,3B+2,,R,,-,2-Jan,4-Mar,6-May,10-Jul,16-Nov,-,17-18,-,19+
94,UL,UL,Ben Broussard,Indians,220,2005,11,10,1B+0,1B+0,,L,,-,2-Jan,5-Mar,7-Jun,11-Aug,16-Dec,-,17-18,-,19+
95,UL,UL,Coco Crisp,Indians,200,2005,10,17,CF+0,CF+0,,S,,-,1-,4-Feb,6-May,9-Jul,16-Oct,17-,18-19,-,20+
96,UL,UL,Travis Hafner,Indians,510,2005,13,10,DH,DH,,L,,-,2-Jan,4-Mar,7-May,11-Aug,15-Dec,-,16-18,-,19+
97,UL,UL,Matt Lawton,Indians,250,2005,11,18,LF-RF+1,LF-RF+1,,L,,-,1-,4-Feb,6-May,10-Jul,16-Nov,17-18,19-,-,20+
98,UL,UL,Cliff Lee,Indians,110,2005,2,5,Starter,Starter,,L,R,1-,6-Feb,11-Jul,16-Dec,17-,18-19,-,20-23,-,24+
99,UL,UL,Victor Martinez,Indians,420,2005,11,8,C+5,C+5,,S,S,-,1-,3-Feb,5-Apr,9-Jun,15-Oct,-,16-18,-,19+
100,UL,UL,David Riske,Indians,100,2005,2,1,Reliever,Reliever,,R,,3-Jan,8-Apr,13-Sep,14-16,17-,18-,-,19-23,-,24+
101,UL,UL,C.C. Sabathia,Indians,490,2005,3,7,Starter,Starter,,L,,2-Jan,3-,12-Apr,13-18,19-,20-23,-,24-26,-,27+
102,UL,UL,Omar Vizquel,Indians,120,2005,10,17,SS+4,SS+4,,S,,-,1-,4-Feb,6-May,10-Jul,17-Nov,18-,19-20,-,21+
103,UL,UL,Jake Westbrook,Indians,380,2005,4,7,Starter,Starter,,R,,1-,4-Feb,13-May,14-16,17-,18-19,-,20-24,-,25+
104,UL,UL,Jeromy Burnitz,Rockies,230,2005,10,11,LF-RF+0,LF-RF+0,,L,,-,2-Jan,4-Mar,7-May,11-Aug,16-Dec,-,17-18,-,19+
105,UL,UL,Vinny Castilla,Rockies,260,2005,9,8,3B+3,3B+3,,R,,-,1-,4-Feb,6-May,10-Jul,15-Nov,-,16-18,-,19+
106,UL,UL,Shawn Chacon,Rockies,10,2005,1,1,Closer,Closer,,R,,2-Jan,6-Mar,10-Jul,14-Nov,15-16,17-18,-,19-22,-,23+
107,UL,UL,Royce Clayton,Rockies,230,2005,10,13,SS+3,SS+3,,R,,-,2-Jan,5-Mar,6-,9-Jul,15-Oct,16-17,18-19,-,20+
108,UL,UL,Todd Helton,Rockies,500,2005,14,10,1B+1,1B+1,,L,G,-,1-,3-Feb,6-Apr,12-Jul,13-17,-,18-19,-,20+
109,UL,UL,Jason Jennings,Rockies,10,2005,1,6,Starter,Starter,,R,,2-Jan,6-Mar,13-Jul,14-16,17-,18-19,-,20-23,-,24+
110,UL,UL,Charles Johnson,Rockies,10,2005,10,10,C+5,C+5,,R,,-,2-Jan,5-Mar,7-Jun,13-Aug,14-17,-,18-19,-,20+
111,UL,UL,Aaron Miles,Rockies,150,2005,10,13,2B+4,2B+4,,S,R,-,1-,4-Feb,6-May,8-Jul,17-Sep,18-19,20-,-,21+
112,UL,UL,Steve Reed,Rockies,90,2005,2,1,Reliever,Reliever,,R,,3-Jan,6-Apr,13-Jul,14-16,17-,18-19,-,20-24,-,25+
113,UL,UL,Mark Sweeney,Rockies,210,2005,11,12,LF-RF+2,LF-RF+2,,L,,-,2-Jan,4-Mar,6-May,12-Jul,13-16,-,17-18,-,19+
114,UL,UL,Carlos Guillen,Tigers,450,2005,11,13,SS+4,SS+4,,S,,-,1-,4-Feb,6-May,9-Jul,15-Oct,16-,17-18,19-,20+
115,UL,UL,Omar Infante,Tigers,200,2005,9,14,2B+2,2B+2,,R,,-,2-Jan,4-Mar,6-May,9-Jul,15-Oct,16-,17-18,19-,20+
116,UL,UL,Mike Maroth,Tigers,160,2005,2,7,Starter,Starter,,L,,-,3-Jan,11-Apr,16-Dec,17-,18-19,-,20-24,-,25+
117,UL,UL,Craig Monroe,Tigers,350,2005,10,10,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,5-Apr,8-Jun,16-Sep,-,17-18,-,19+
118,UL,UL,Carlos Pena,Tigers,210,2005,10,12,1B+0,1B+0,,L,,-,2-Jan,4-Mar,6-May,11-Jul,16-Dec,-,17-18,-,19+
119,UL,UL,Nate Robertson,Tigers,230,2005,3,6,Starter,Starter,,L,,2-Jan,6-Mar,13-Jul,14-15,16-17,18-19,-,20-23,-,24+
120,UL,UL,Ivan Rodriguez,Tigers,460,2005,12,12,C+10,C+10,,R,G S,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-19,-,20+
121,UL,UL,Alex Sanchez,Tigers,330,2005,12,17,CF+1,CF+1,,L,,-,1-,4-Feb,5-,6-,17-Jul,18-19,20-,-,21+
122,UL,UL,Ugueth Urbina,Tigers,170,2005,3,1,Closer,Closer,,R,,4-Jan,10-May,14-Nov,15-17,18-19,20-21,-,22-23,-,24+
123,UL,UL,Rondell White,Tigers,210,2005,9,9,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,5-Apr,9-Jun,16-Oct,-,17-18,-,19+
124,UL,UL,Esteban Yan,Tigers,60,2005,2,1,Reliever,Reliever,,R,,-,4-Jan,11-May,15-Dec,16-,17-19,-,20-25,-,26+
125,UL,UL,Dmitri Young,Tigers,180,2005,9,8,1B+0,1B+0,,S,,-,1-,3-Feb,5-Apr,9-Jun,16-Oct,-,17-18,-,19+
126,UL,UL,Josh Beckett,Marlins,390,2005,4,6,Starter,Starter,,R,,1-,6-Feb,12-Jul,13-16,17-,18-19,-,20-24,-,25+
127,UL,UL,Armando Benitez,Marlins,310,2005,6,1,Closer,Closer,,R,RP,3-Jan,8-Apr,12-Sep,13-17,18-19,20-22,-,23-24,-,25+
128,UL,UL,Miguel Cabrera,Marlins,400,2005,11,11,LF-RF+0,LF-RF+0,,R,,-,2-Jan,4-Mar,6-May,10-Jul,16-Nov,-,17-18,-,19+
